competitor,product,brand,type,status,vos_product_url,review_note,in_stock_flavours,flavours_in_stock,other_variants_in_stock,price_from,listings,example_listing,competitor_url,more_urls,closest_vos_product,closest_vos_score
ninja-vapes.co.uk,the lancashire creamery nic salts 10ml,lancashire creamery,nicsalt,not on VOS (reviewed),,"VOS only has Lancashire Creamery as a 100ml shortfill, not a 10ml nic salt.",6,bread butter pudding; butterscotch ice cream deluxe; pistachio hazelnut custard; raspberry custard; strawberry milkshake deluxe; vanilla milkshake wafers,"strength: 10mg, 20mg, 5mg",3.99,1,The Lancashire Creamery Nic Salts 10ml | Only £3.99 | Any 4 for £10,https://www.ninja-vapes.co.uk/product/the-lancashire-creamery-nic-salts-10ml,,,
ninja-vapes.co.uk,Nic Salt E-Liquid By Lucky Thirteen,lucky thirteen,nicsalt,not on VOS (reviewed),,No Lucky Thirteen products on VOS.,1,maple syrup pancake,strength: 10mg,3.95,1,Maple Syrup Pancake Nic Salt E-Liquid by Lucky Thirteen,https://www.ninja-vapes.co.uk/product/maple-syrup-pancake-nic-salt-lucky-thirteen,,,
ninja-vapes.co.uk,Milk Bottles Nic Salt E-Liquid By Milk Bottles,milk bottles,nicsalt,not on VOS (reviewed),,No Milk Bottles brand nic salts on VOS; lookalikes are only flavour matches from other brands.,1,strawberry,strength: 20mg,3.95,1,Strawberry Milk Bottles Nic Salt E-Liquid by Milk Bottles,https://www.ninja-vapes.co.uk/product/strawberry-milk-bottles-nic-salt-milk-bottles,,,
ninja-vapes.co.uk,Nic Salt E-Liquid By Moreish Puff,moreish puff,nicsalt,not on VOS (reviewed),,"VOS only has Moreish Puff as 100ml shortfill ranges, not 10ml nic salts.",1,grape chilled,"strength: 10mg, 20mg",3.95,1,Grape Chilled Nic Salt E-Liquid by Moreish Puff,https://www.ninja-vapes.co.uk/product/grape-chilled-nic-salt-moreish-puff,,,
ninja-vapes.co.uk,Nic Salt E-Liquid By No Frills,no frills,nicsalt,not on VOS (reviewed),,No No Frills brand nic salts on VOS.,6,cherry tobacco; cookies cream; lemon caramel waffle; peanut butter jelly; spearmint chew; vanilla tobacco,"strength: 10mg, 20mg",3.95,6,Vanilla Tobacco Nic Salt E-Liquid by No Frills,https://www.ninja-vapes.co.uk/product/vanilla-tobacco-nic-salt-no-frills,https://www.ninja-vapes.co.uk/product/spearmint-chew-nic-salt-no-frills https://www.ninja-vapes.co.uk/product/cookies-and-cream-nic-salt-e-liquid-no-frills https://www.ninja-vapes.co.uk/product/peanut-butter-jelly-nic-salt-e-liquid-no-frills,,
ninja-vapes.co.uk,Nic Salt E-Liquid By No Frills The Coffee Shop,no frills the coffee shop,nicsalt,not on VOS (reviewed),,No No Frills The Coffee Shop brand nic salts on VOS.,3,butterscotch; hazelnut; maple syrup,"strength: 10mg, 20mg",3.95,3,Maple Syrup Nic Salt E-Liquid by No Frills The Coffee Shop,https://www.ninja-vapes.co.uk/product/maple-syrup-nic-salt-no-frills,https://www.ninja-vapes.co.uk/product/butterscotch-nic-salt-no-frills-coffee-shop https://www.ninja-vapes.co.uk/product/hazelnut-nic-salt-no-frills-coffee-shop,,
ninja-vapes.co.uk,Nic Salt E-Liquid By Ohm Boy,ohm boy,nicsalt,not on VOS (reviewed),,No Ohm Boy brand nic salts on VOS.,8,apple elderflower garden mint; cranberry apple raspberry; pear apple raspberry; pineapple mango lime; rhubarb raspberry orange blossom; sweetwater grape white peach; valencia orange passion fruit; watermelon rhubarb,"strength: 10mg, 20mg, 5mg | resistance: 10mg, 20mg, 5mg",3.95,8,Valencia Orange and Passion Fruit Nic Salt E-Liquid by Ohm Boy,https://www.ninja-vapes.co.uk/product/valencia-orange-passion-fruit-nic-salt-ohm-boy,https://www.ninja-vapes.co.uk/product/watermelon-rhubarb-nic-salt-ohm-boy https://www.ninja-vapes.co.uk/product/pineapple-mango-lime-nic-salt-ohm-boy https://www.ninja-vapes.co.uk/product/cranberry-apple-raspberry-nic-salt-ohm-boy,,
ninja-vapes.co.uk,Nic Salt E-Liquid By Ohm Boy Slt,ohm boy slt,nicsalt,not on VOS (reviewed),,No Ohm Boy SLT brand nic salts on VOS.,10,apple; apple blackcurrant ice; blue raspberry lemonade ice; cherry ice; guava mango ice; mango raspberry ice; pineapple strawberry ice; pink lemonade ice; rhubarb ice; strawberry banana ice,"strength: 10mg, 20mg",2.95,10,Mango Raspberry Ice Nic Salt E-Liquid by Ohm Boy SLT,https://www.ninja-vapes.co.uk/product/mango-raspberry-ice-nic-salt-ohm-boy-slt,https://www.ninja-vapes.co.uk/product/guava-mango-ice-nic-salt-ohm-boy-slt https://www.ninja-vapes.co.uk/product/blue-raspberry-lemonade-ice-nic-salt-ohm-boy-slt https://www.ninja-vapes.co.uk/product/apple-juice-nic-salt-ohm-boy-slt,,
ninja-vapes.co.uk,Nic Salt E-Liquid By Ohm Brew,ohm brew,nicsalt,not on VOS (reviewed),,No Ohm Brew brand nic salts on VOS.,3,cuban; fizzy cola; pineapple mango ice cream,"strength: 12mg, 18mg, 3mg, 6mg | resistance: 12mg, 18mg, 6mg",2.95,3,The Cuban Nic Salt E Liquid by Ohm Brew,https://www.ninja-vapes.co.uk/product/the-cuban-nic-salt-ohm-brew,https://www.ninja-vapes.co.uk/product/fizzy-cola-nic-salt-ohm-brew https://www.ninja-vapes.co.uk/product/pineapple-mango-ice-cream-nic-salt-ohm-brew,,
ninja-vapes.co.uk,3 Nic Salt E-Liquid By Pod Salt,pod salt,nicsalt,not on VOS (reviewed),,"VOS only carries Pod Salt Origin and Nexus ranges, not the classic Pod Salt range this flavour belongs to.",1,marshmallow man,"strength: 11mg, 20mg",4.95,1,Marshmallow Man 3 Nic Salt E-Liquid by Pod Salt,https://www.ninja-vapes.co.uk/product/marshmallow-man-3-nic-salt-pod-salt,,,
ninja-vapes.co.uk,Nic Salt E-Liquid By Pod Salt,pod salt,nicsalt,not on VOS (reviewed),,"VOS only carries Pod Salt Origin and Nexus ranges, not this classic Pod Salt range.",28,amnesia mango; apple; apple taffy; blackcurrant; blackcurrant menthol; blue berg; blue ice; blue razapple ice; blueberry jam tart; blueberry pomegranate; bubble blue; cigarette; cola lemon; cola lime; ice menthol; lemon cake; mango ice; marshmallow man 3; mix berry; peanut butter banana; peanut butter banana granola; pink haze; strawberry; strawberry kiwi ice; summer syrup; vanilla; virginia; watermelon breeze,"strength: 10mg, 11mg, 20mg, 5mg",3.6,11,Bubble Blue Nic Salt E-Liquid by Pod Salt,https://www.ninja-vapes.co.uk/product/bubble-blue-nic-salt-pod-salt,https://www.ninja-vapes.co.uk/product/strawberry-kiwi-ice-nic-salt-pod-salt https://www.ninja-vapes.co.uk/product/amnesia-mango-nic-salt-e-liquid-pod-salt https://www.ninja-vapes.co.uk/product/cola-lime-nic-salt-pod-salt,,
ninja-vapes.co.uk,Pod Salt Core Nic Salt 10Ml,pod salt,nicsalt,not on VOS (reviewed),,"VOS only carries Pod Salt Origin and Nexus ranges, not Pod Salt Core.",24,apple; blackjack; blue ice; blue raspberry; blueberry pomegranate; cantaloupe ice; cherry ice; cigarette; coffee; fresh mint; grape ice; ice menthol; lemon lime ice; lychee ice; mango ice; mix berry; mix berry ice; peach ice; pineapple ice; red apple ice; spearmint; strawberry; vanilla; watermelon breeze,"strength: 10mg, 20mg, 5mg",2.99,2,Box of 10 Pod Salt Core Nic Salts 10ml | Only £19.99,https://www.ninja-vapes.co.uk/product/box-of-10-pod-salt-core-nic-salts-10ml,https://www.ninja-vapes.co.uk/product/pod-salt-core-nic-salts-10ml,,
ninja-vapes.co.uk,Pod Salt Fusion Nic Salt 10Ml,pod salt,nicsalt,not on VOS (reviewed),,"VOS only carries Pod Salt Origin and Nexus ranges, not Pod Salt Fusion.",10,amnesia mango; blue razapple ice; blueberry jam tart; bubble blue; cola lime; marina marshmallow; pink haze; strawberry kiwi ice; summer syrup; yogi peanut butter banana granola,"strength: 11mg, 20mg",2.99,2,Box of 10 Pod Salt Fusion Nic Salts 10ml | Only £19.99,https://www.ninja-vapes.co.uk/product/box-of-10-pod-salt-fusion-nic-salts-10ml,https://www.ninja-vapes.co.uk/product/pod-salt-fusion-nic-salts-10ml,,
ninja-vapes.co.uk,Nic Salt E-Liquid By Pod Salt Core,pod salt core,nicsalt,not on VOS (reviewed),,"VOS only carries Pod Salt Origin and Nexus ranges, not Pod Salt Core.",14,banana ice; blackcurrant menthol; blueberry pomegranate; cherry ice; cigarette; fresh mint; ice menthol; lychee ice; mango ice; mix berry; mix berry ice; red apple ice; strawberry; watermelon breeze,"strength: 11mg, 20mg, 5mg",3.95,14,Fresh Mint Nic Salt E-Liquid by Pod Salt Core,https://www.ninja-vapes.co.uk/product/fresh-mint-nic-salt-pod-salt-core,https://www.ninja-vapes.co.uk/product/cigarette-nic-salt-pod-salt-core https://www.ninja-vapes.co.uk/product/cherry-ice-nic-salt-pod-salt-core https://www.ninja-vapes.co.uk/product/mixed-berries-nic-salt-pod-salt-core,,
ninja-vapes.co.uk,Nic Salt E-Liquid By Rachael Rabbit,rachael rabbit,nicsalt,not on VOS (reviewed),,No Rachael Rabbit brand nic salts on VOS.,3,blueberry citrus pineapple; orange mango passion fruit; pomegranate kiwi watermelon,"strength: 10mg, 20mg",2.95,3,Pomegranate Kiwi and Watermelon Nic Salt E-Liquid by Rachael Rabbit,https://www.ninja-vapes.co.uk/product/pomegranate-kiwi-watermelon-nic-salt-rachael-rabbit,https://www.ninja-vapes.co.uk/product/orange-mango-passionfruit-nic-salt-rachael-rabbit https://www.ninja-vapes.co.uk/product/blueberry-citrus-pineapple-nic-salt-rachael-rabbit,,
ninja-vapes.co.uk,Riot Squad Nic Salt Loaded 10Ml,riot squad,nicsalt,not on VOS (reviewed),,"Riot Squad 'Loaded' nic salt range is not among VOS's Riot Squad lines (Bar Edition, Punx, Black Edition, shortfills).",1,lemon custard,,2.99,1,Riot Squad Nic Salt Loaded Lemon Custard 10ml,https://www.ninja-vapes.co.uk/product/riot-squad-nic-salt-loaded-lemon-custard-10ml,,,
ninja-vapes.co.uk,Riot Squad Nic Salt Sub 10Ml,riot squad,nicsalt,not on VOS (reviewed),,Riot Squad 'Sub' nic salt range is not among VOS's Riot Squad lines.,1,lime,,2.99,1,Riot Squad Nic Salt Sub Lime 10ml,https://www.ninja-vapes.co.uk/product/riot-squad-nic-salt-sub-lime-10ml,,,
ninja-vapes.co.uk,riot squad nic salt bubblegun 10ml,riot squad,nicsalt,not on VOS (reviewed),,Riot Squad 'Bubblegun' nic salt range is not among VOS's Riot Squad lines.,0,,,2.99,1,Riot Squad Nic Salt Bubblegun 10ml,https://www.ninja-vapes.co.uk/product/riot-squad-nic-saltbubblegun-10ml,,,
ninja-vapes.co.uk,riot squad nic salt cream leaf 10ml,riot squad,nicsalt,not on VOS (reviewed),,Riot Squad 'Cream Leaf' nic salt range is not among VOS's Riot Squad lines.,0,,,2.99,1,Riot Squad Nic Salt Cream Leaf 10ml,https://www.ninja-vapes.co.uk/product/riot-squad-nic-salt-cream-leaf-10ml,,,
ninja-vapes.co.uk,riot squad nic salt exotic fruit frenzy 10ml,riot squad,nicsalt,not on VOS (reviewed),,Riot Squad 'Exotic Fruit Frenzy' nic salt range is not among VOS's Riot Squad lines.,0,,,2.99,1,Riot Squad Nic Salt Exotic Fruit Frenzy 10ml,https://www.ninja-vapes.co.uk/product/riot-squad-nic-salt-exotic-fruit-frenzy-10ml,,,
ninja-vapes.co.uk,riot squad nic salt pure minted 10ml,riot squad,nicsalt,not on VOS (reviewed),,Riot Squad 'Pure Minted' nic salt range is not among VOS's Riot Squad lines.,0,,,2.99,1,Riot Squad Nic Salt Pure Minted 10ml,https://www.ninja-vapes.co.uk/product/riot-squad-nic-saltpure-minted-10ml,,,
ninja-vapes.co.uk,riot squad nic salt sweet leaf 10ml,riot squad,nicsalt,not on VOS (reviewed),,Riot Squad 'Sweet Leaf' nic salt range is not among VOS's Riot Squad lines.,0,,,2.99,1,Riot Squad Nic Salt Sweet Leaf 10ml,https://www.ninja-vapes.co.uk/product/riot-squad-nic-salt-sweet-leaf-10ml,,,
ninja-vapes.co.uk,Nic Salt E-Liquid By Seriously Bar Salts,seriously bar salts,nicsalt,not on VOS (reviewed),,No VOS listing matches the 'Seriously Bar Salts' range (lookalikes are unrelated bar-juice/lookalike flavours only).,6,black ice; cola ice; kiwi passion guava; lemon lime; mr blue; strawberry kiwi,"strength: 10mg, 20mg, 5mg",3.95,6,Lemon Lime Nic Salt E-Liquid by Seriously Bar Salts,https://www.ninja-vapes.co.uk/product/lemon-lime-nic-salt-e-liquid-seriously-bar-salts,https://www.ninja-vapes.co.uk/product/cola-ice-nic-salt-e-liquid-seriously-bar-salts https://www.ninja-vapes.co.uk/product/black-ice-nic-salt-e-liquid-seriously-bar-salts https://www.ninja-vapes.co.uk/product/kiwi-passion-guava-nic-salt-e-liquid-seriously-bar-salts,,
ninja-vapes.co.uk,Nic Salt E-Liquid By Seriously Salty,seriously salty,nicsalt,not on VOS (reviewed),,No VOS listing matches the 'Seriously Salty' range.,6,arctic berry; berry watermelon; blackcurrant lemonade; blue raspberry ice; frozen apple berry; ice berg,"strength: 10mg, 20mg, 5mg | resistance: 10mg, 20mg, 5mg",3.95,6,Ice N Berg Nic Salt E-Liquid by Seriously Salty,https://www.ninja-vapes.co.uk/product/ice-n-berg-nic-salt-e-liquid-seriously-salty,https://www.ninja-vapes.co.uk/product/arctic-berries-nic-salt-e-liquid-seriously-salty https://www.ninja-vapes.co.uk/product/blackcurrant-lemonade-nic-salt-e-liquid-seriously-salty https://www.ninja-vapes.co.uk/product/berry-watermelon-nic-salt-e-liquid-seriously-salty,,
ninja-vapes.co.uk,Nic Salt E-Liquid By Seriously Salty Fusionz,seriously salty fusionz,nicsalt,not on VOS (reviewed),,No VOS listing matches the 'Seriously Salty Fusionz' range.,6,cherry sour raspberry; fantasia grape; strawberry watermelon ice; triple berry ice; tropical ice; white peach lemon,"strength: 10mg, 20mg, 5mg",3.95,6,Cherry Sour Raspberry Nic Salt E-Liquid by Seriously Salty Fusionz,https://www.ninja-vapes.co.uk/product/cherry-sour-raspberry-nic-salt-e-liquid-seriously-salty-fusionz,https://www.ninja-vapes.co.uk/product/white-peach-lemon-nic-salt-e-liquid-seriously-salty-fusionz https://www.ninja-vapes.co.uk/product/triple-berry-ice-nic-salt-e-liquid-seriously-salty-fusionz https://www.ninja-vapes.co.uk/product/fantasia-grape-nic-salt-e-liquid-seriously-salty-fusionz,,
ninja-vapes.co.uk,Nic Salt E-Liquid By Seriously Soda,seriously soda,nicsalt,not on VOS (reviewed),,No VOS listing matches the 'Seriously Soda' range.,6,blue raspberry lemonade; blue wing; fruity fusion; guava passion; tropical twist; true mix,"strength: 10mg, 20mg | resistance: 10mg, 20mg",3.95,6,Blue Wing Nic Salt E-Liquid by Seriously Soda,https://www.ninja-vapes.co.uk/product/blue-wing-nic-salt-e-liquid-seriously-soda,https://www.ninja-vapes.co.uk/product/true-mix-nic-salt-e-liquid-seriously-soda https://www.ninja-vapes.co.uk/product/tropical-twist-nic-salt-e-liquid-seriously-soda https://www.ninja-vapes.co.uk/product/guava-passion-nic-salt-e-liquid-seriously-soda,,
ninja-vapes.co.uk,Nic Salt E-Liquid By Slushie,slushie,nicsalt,not on VOS (reviewed),,"VOS only sells Slushie as shortfill e-liquid (50ml/100ml), not as a 10ml nic salt line.",6,blue pear ice; citrus burst; crimson berry; mango medley; pineapple ice; tropical twist,"strength: 10mg, 20mg",2.95,6,Crimson Berries Nic Salt E-Liquid by Slushie,https://www.ninja-vapes.co.uk/product/crimson-berries-nic-salt-slushie,https://www.ninja-vapes.co.uk/product/mango-medley-nic-salt-slushie https://www.ninja-vapes.co.uk/product/citrus-burst-nic-salt-slushie https://www.ninja-vapes.co.uk/product/pineapple-ice-nic-salt-slushie,,
ninja-vapes.co.uk,Nic Salt E-Liquid By Solt,solt,nicsalt,not on VOS (reviewed),,No VOS listing for the 'Solt' brand nic salts.,7,black jack; lemon lime; menthol; pink lemonade; spearmint; watermelon ice; wild berry,"strength: 10mg, 20mg, 5mg | resistance: 10mg, 20mg",3.95,7,Black Jack Nic Salt E-Liquid by Solt,https://www.ninja-vapes.co.uk/product/black-jack-nic-salt-eliquid-solt,https://www.ninja-vapes.co.uk/product/menthol-nic-salt-eliquid-solt https://www.ninja-vapes.co.uk/product/spearmint-nic-salt-solt https://www.ninja-vapes.co.uk/product/watermelon-ice-nic-salt-solt,,
ninja-vapes.co.uk,Nic Salt E-Liquid By Suck It,suck it,nicsalt,not on VOS (reviewed),,No VOS listing for the 'Suck It' brand.,1,dragonberry chill,strength: 10mg,2.95,1,Dragonberry Chill Nic Salt E-Liquid by Suck It,https://www.ninja-vapes.co.uk/product/dragonberry-chill-nic-salt-suck-it,,,
ninja-vapes.co.uk,Nic Salt E-Liquid By Tens Salts,tens salts,nicsalt,not on VOS (reviewed),,No VOS listing for the 'Tens Salts' brand.,1,triple mint,"strength: 10mg, 20mg, 5mg",3.95,1,Triple Mint Nic Salt E-Liquid by Tens Salts,https://www.ninja-vapes.co.uk/product/triple-mint-nic-salt-tens-salts,,,
ninja-vapes.co.uk,Nic Salt E-Liquid By Vampire Vape Bar Salts,vampire vape bar salts,nicsalt,not on VOS (reviewed),,No VOS listing for the 'Vampire Vape Bar Salts' range specifically.,12,banana ice; blue raspberry lemonade; blue sour raspberry; cherry cola; cherry ice; cola; grape; kiwi passion fruit guava; lemon lime; mango; pineapple ice; strawberry ice,"strength: 10mg, 20mg, 5mg",2.95,12,Cherry Cola Nic Salt E-Liquid by Vampire Vape Bar Salts,https://www.ninja-vapes.co.uk/product/cherry-cola-nic-salt-vampire-vape,https://www.ninja-vapes.co.uk/product/cola-nic-salt-vampire-vape https://www.ninja-vapes.co.uk/product/lemon-lime-nic-salt-vampire-vape-bar-salts https://www.ninja-vapes.co.uk/product/strawberry-ice-nic-salt-vampire-vape-bar-salts,,
ninja-vapes.co.uk,Zombie Blood Nic Salt 10Ml,zombie blood,nicsalt,not on VOS (reviewed),,"VOS only sells Zombie Blood as shortfill e-liquid, not as a 10ml nic salt.",16,apple berry; blackcurrant menthol; blackjack; blue crystal; blueberry gum; bubblegum; cherry menthol; cola menthol; menthol; mix berry; opal fruits; pear drops; pink lemonade; red a; tobacco; vamtoes,"strength: 10mg, 20mg",2.99,2,Box of 10 Zombie Blood Nic Salts 10ml | Only £19.99,https://www.ninja-vapes.co.uk/product/box-of-10-zombie-blood-nic-salt-10ml,https://www.ninja-vapes.co.uk/product/zombie-blood-nic-salt-10ml,,
ninja-vapes.co.uk,Ninja Vapes Bargain Box,?,other,not on VOS (reviewed),,"Competitor's own store-branded bargain box, no VOS equivalent found.",0,,,1.99,3,NINJA VAPES BARGAIN BOX | VAPES KITS FOR CHEAP,https://www.ninja-vapes.co.uk/product/ninja-vapes-bargain-box-vape-kits,https://www.ninja-vapes.co.uk/product/ninja-vapes-bargain-box-e-liquids https://www.ninja-vapes.co.uk/product/ninja-vapes-bargain-box-nic-salts,,
ninja-vapes.co.uk,christmas mystery vape boxes,?,other,not on VOS (reviewed),,VOS's generic 'mystery vapes box' is not the same seasonal Christmas Mystery Vape Boxes product.,5,box 10; box 15; box 20; box 3; box 5,,14.99,1,Christmas Mystery Vape Boxes,https://www.ninja-vapes.co.uk/product/mystery-disposable-vapes-box,,mystery vapes box try once,0.1
ninja-vapes.co.uk,dovpo ayce pro pod pack,dovpo,other,not on VOS (reviewed),,VOS sells the Dovpo Ayce Pro device kit but not a separate replacement pod pack for it.,0,,"resistance: 0.6ohm, 0.8ohm",7.95,1,Dovpo Ayce Pro Pod Pack,https://www.ninja-vapes.co.uk/product/dovpo-ayce-pro-pod-pack,,,
ninja-vapes.co.uk,freemax fireluke m tx mesh replacement coils 5 pack,freemax,other,not on VOS (reviewed),,VOS has Fireluke 2/3 and M Pro coils but no Fireluke M TX coils listed.,0,,"resistance: 0.15ohm tx1 single, 0.15ohm tx2 double, 0.15ohm tx3 triple, 0.15ohm tx4 quad",12.49,1,FreeMax Fireluke M TX Mesh Replacement Coils | 5 Pack | Only £12.49,https://www.ninja-vapes.co.uk/product/freemax-fireluke-m-tx-mesh-replacement-coils-5-pack,,freemax 904l m mesh coils pack of 3,0.15
ninja-vapes.co.uk,freemax fireluke mesh coils,freemax,other,not on VOS (reviewed),,"VOS only carries Fireluke 2 and Fireluke 3 coils, not the original Fireluke coils.",0,,resistance: 0.15ohm,12.99,1,FreeMax Fireluke Mesh Coils,https://www.ninja-vapes.co.uk/product/freemax-fireluke-mesh-coils,,freemax maxpod ns mesh replacement coils uk,0.35
ninja-vapes.co.uk,freemax maxpod pod system,freemax,other,not on VOS (reviewed),,"VOS sells the Freemax MaxPod 3 kit, a different generation from the plain MaxPod.",0,,"colour: black, blue, green, red, white, yellow",19.99,1,Freemax MaxPod POD SYSTEM || Pod Kit,https://www.ninja-vapes.co.uk/product/freemax-maxpod-pod-system-pod-kit,,freemax maxpod ns mesh replacement coils uk,0.35
ninja-vapes.co.uk,blue slush ice double brew by ohm brew,ohm brew,other,not on VOS (reviewed),,VOS does not carry the Ohm Brew brand at all (no same-brand or lookalike matches).,0,,"strength: 10mg, 20mg, 5mg",3.95,1,Blue Slush Ice Double Brew by Ohm Brew,https://www.ninja-vapes.co.uk/product/blue-slush-ice-double-brew-ohm-brew,,,
ninja-vapes.co.uk,fizzy cola ice double brew by ohm brew,ohm brew,other,not on VOS (reviewed),,"No Ohm Brew products at all on VOS (same_brand empty, lookalikes are all other brands).",0,,"strength: 10mg, 20mg, 5mg",3.95,1,Fizzy Cola Ice Double Brew by Ohm Brew,https://www.ninja-vapes.co.uk/product/fizzy-cola-ice-double-brew-ohm-brew,,,
ninja-vapes.co.uk,snowwolf wf-h-m ohm mesh coils,snowwolf,other,not on VOS (reviewed),,"VOS only has Snowwolf 'WF Mini' coils (for Snowwolf Mini kit), not the WF-H-M mesh coil variant.",0,,resistance: 0.15ohm,11.99,1,Snowwolf WF-H-M 0.15 Ohm Mesh Coils,https://www.ninja-vapes.co.uk/product/snowwolf-wfhm-015-ohm-mesh-coils,,,
ninja-vapes.co.uk,snowwolf wf-m ohm mesh coils,snowwolf,other,not on VOS (reviewed),,"VOS only has Snowwolf 'WF Mini' coils (for Snowwolf Mini kit), not the WF-M mesh coil variant.",0,,resistance: 0.13ohm,11.49,1,Snowwolf WF-M 0.13 Ohm Mesh Coils,https://www.ninja-vapes.co.uk/product/snowwolf-wfm-013-ohm-mesh-coils,,,
ninja-vapes.co.uk,king of pod slim pro xl replacement pods (3pack),?,pods,not on VOS (reviewed),,"VOS has King of Pod 'Pro Max Plus' replacement pods, a different model to 'Slim Pro XL'.",0,,"resistance: 0.4ohm, 0.6ohm, 0.8ohm",5.99,1,King of Pod Slim Pro XL Replacement Pods (3PACK) | Only £5.99,https://www.ninja-vapes.co.uk/product/kop-slim-pro-replacement-pods,,feoba pro prefilled replacement pods,0.4
ninja-vapes.co.uk,solobar 30k prefilled refill pods,?,pods,not on VOS (reviewed),,"No Solobar 30k pods on VOS (lookalikes are other brands' 30k pods, and VOS's Solobar entry elsewhere is only 15k).",10,kiwi passion fruit guava; lemon lime; mr blue; pineapple ice; pink lemonade; red apple ice; strawberry ice; strawberry kiwi; strawberry raspberry cherry; watermelon ice,,4.99,1,Solobar 30K Prefilled Refill Pods | Only £4.99 | Any 3 for £12,https://www.ninja-vapes.co.uk/product/solobar-30k-puffs-refill-pod-pack,,box of 10 al fakher 30k refill pods,0.55
ninja-vapes.co.uk,aspire favostix replacement pods,aspire,pods,not on VOS (reviewed),,No Aspire Favostix product anywhere in VOS's Aspire lineup.,0,,"resistance: 0.6ohm, 1.0ohm",7.95,1,Aspire Favostix Replacement Pods,https://www.ninja-vapes.co.uk/product/aspire-favostix-replacement-pods,,,
ninja-vapes.co.uk,aspire flexus aio replacement pod,aspire,pods,not on VOS (reviewed),,"VOS has other Flexus pod lines (Blok, Pro, Q, Stik) but no Flexus AIO replacement pod.",0,,,4.99,1,Aspire Flexus AIO Replacement Pod,https://www.ninja-vapes.co.uk/product/aspire-flexus-aio-replacement-pod,,aspire flexus blok replacement pods aspire vape pods,0.4
ninja-vapes.co.uk,aspire minican replacement pods,aspire,pods,not on VOS (reviewed),,"VOS only has Minican 3 replacement pods and a Minican 2 kit, not pods for the original/generic Minican.",0,,"resistance: 0.8ohm, 1.2ohm",5.99,1,Aspire Minican Replacement Pods,https://www.ninja-vapes.co.uk/product/aspire-minican-replacement-pods,,aspire minican 3 empty replacement pod,0.3
ninja-vapes.co.uk,bloody mary bloody bar 5-in-1 prefilled refill pods,bloody mary,pods,not on VOS (reviewed),,VOS's Bloody Bar pod ranges are 60k/20k 4-in-1 and BM600; no 3000-puff 5-in-1 refill pods.,11,cherry ice; gummy bear; kiwi passion fruit guava; lemon lime; mr blue; pineapple ice; pink lemonade; rainbow; strawberry kiwi; strawberry raspberry cherry; watermelon,,4.99,1,Bloody Mary Bloody Bar 5-in-1 Prefilled Refill Pods | Only £4.99 | Any 3 for £14,https://www.ninja-vapes.co.uk/product/bloody-bar-3000-5in1-prefilled-refill-pods,,,
ninja-vapes.co.uk,fisco flex 10k refill pods,fisco,pods,not on VOS (reviewed),,"VOS's 'fisco-flex-10k' listing appears to be the disposable kit itself, not separate refill pods.",4,blue raspberry gummy; fizzy cherry; lemon lime; pineapple ice,,6.99,1,Fisco Flex 10K Refill Pods | Only £6.99,https://www.ninja-vapes.co.uk/product/refill-pods-for-fisco-flex-10k,,,
ninja-vapes.co.uk,fisco point pro 15000 prefilled refill pods,fisco,pods,not on VOS (reviewed),,"VOS only has Fisco Point Pro 7000 pods, a different puff count from the 15000 refill pods.",8,juicy peach lemon; lemon lime; mr blue; strawberry kiwi; strawberry mojito; strawberry watermelon bubblegum; triple apple; watermelon ice,,6.99,1,Fisco Point Pro 15000 Prefilled Refill Pods | Only £6.99 | Any 3 for £18,https://www.ninja-vapes.co.uk/product/fisco-point-pro-15000-refill-pods,,,
ninja-vapes.co.uk,geekvape aegis boost 2 (b60) replacement pod (2pack),geekvape,pods,not on VOS (reviewed),,VOS has the Aegis Boost 2 (B60) kit but no matching B60-specific replacement pod listing.,0,,,5.99,1,GeekVape Aegis Boost 2 (B60) Replacement Pod (2PACK),https://www.ninja-vapes.co.uk/product/geekvape-b60-replacement-pods,,geekvape aegis boost pro 6ml replacement pods,0.24
ninja-vapes.co.uk,hayati miniature 600 puffs prefilled pods,hayati,pods,not on VOS (reviewed),,"No Hayati Miniature 600 pods on VOS; VOS's closest small Hayati pod is Mini Ultra 1500, a different puff count.",2,kiwi lime; watermelon ice,,1.99,1,Hayati Miniature 600 Puffs Prefilled Pods,https://www.ninja-vapes.co.uk/product/hayati-600-pod-kit,,,
ninja-vapes.co.uk,innokin kroma-nova replacement pod,innokin,pods,not on VOS (reviewed),,VOS sells the Innokin Kroma-Nova vape kit but no separate Kroma-Nova replacement pod is listed.,0,,,2.95,1,Innokin Kroma-Nova Replacement Pod,https://www.ninja-vapes.co.uk/product/innokin-kroma-nova-replacement-pod,,,
ninja-vapes.co.uk,innokin sceptre 2 replacement pods,innokin,pods,not on VOS (reviewed),,"No Innokin Sceptre 2 pods on VOS; only Sceptre Tube pods/kit and Sceptre coils, a different model.",0,,,4.95,1,Innokin Sceptre 2 Replacement Pods,https://www.ninja-vapes.co.uk/product/innokin-sceptre-2-replacement-pods,,innokin sceptre tube replacement pod,0.2
ninja-vapes.co.uk,innokin sensis replacement pod 2ml,innokin,pods,not on VOS (reviewed),,No Innokin Sensis replacement pod anywhere in VOS's Innokin catalog.,0,,,9.99,1,Innokin Sensis Replacement Pod 2ml,https://www.ninja-vapes.co.uk/product/innokin-sensis-replacment-pod-2ml,,,
